building_id,target_building_id,distance_in_meters,create_date,last_update_date,updated_by_user_id
KUROMAKUE,CAMPUSCEN,72.323599038,,,
PARKING-Y,SULLIVANB,380.981262236,,,
KUROMAKUH,TOMASSOHA,205.962083551,,,
PARKING-W,TRIMDININ,157.743415382,,,
KUROMAKUE,TOMASSOHA,290.124817221,,,
KUROMAKUH,WESTGATEH,480.894424278,,,
PARKING-Y,TRIMDININ,751.316779656,,,
PARKING-W,CAMPUSCEN,290.190470609,,,
PARKING-Y,CAMPUSCEN,614.034855667,,,
PARKING-W,TOMASSOHA,439.302178811,,,
PARKING-Y,TOMASSOHA,699.412888556,,,
KUROMAKUH,JABBER,432.317884262,,,
KUROMAKUE,JABBER,344.011363626,,,
PARKING-W,JABBER,665.162956039,,,
KUROMAKUE,WESTGATEH,384.812873174,,,
PARKING-W,WESTGATEH,668.315441803,,,
KUROMAKUE,WOODLANDH-1,277.673704755,,,
KUROMAKUH,WOODLANDH-2,285.415249267,,,
KUROMAKUE,WOODLANDH-2,298.422929275,,,
KUROMAKUH,WOODLANDH-3,293.371379208,,,
KUROMAKUE,WOODLANDH-3,315.407942565,,,
KUROMAKUH,WOODLANDH-4,262.772028980,,,
KUROMAKUE,WOODLANDH-4,287.002401163,,,
KUROMAKUH,PARKING-T,220.599537025,,,
KUROMAKUE,PARKING-T,256.675845202,,,
KUROMAKUH,PARKING-C,556.617830101,,,
KUROMAKUE,PARKING-C,475.983282697,,,
KUROMAKUH,PARKING-E,77.277299771,,,
KUROMAKUE,PARKING-E,159.255260521,,,
KUROMAKUH,PARKING-K,379.837126716,,,
KUROMAKUE,PARKING-K,316.278454850,,,
KUROMAKUH,PARKING-N,540.582750990,,,
KUROMAKUE,PARKING-N,443.365675521,,,
KUROMAKUH,PARKING-F,661.389514598,,,
KUROMAKUE,PARKING-F,579.561286152,,,
KUROMAKUH,PARKING-H,509.494292934,,,
KUROMAKUH,PARKING-P,229.787033956,,,
KUROMAKUE,PARKING-P,322.277608547,,,
KUROMAKUH,PARKING-S,291.359284998,,,
KUROMAKUH,PARKING-W,312.821885777,,,
KUROMAKUH,PARKING-Y,630.292538414,,,
KUROMAKUH,SOCCERFIE,433.932789248,,,
KUROMAKUH,TENNISCOU,218.531505376,,,
CANFIELDH,KUROMAKUE,479.423052350,,,
COLEMANHA,KUROMAKUE,435.905542818,,,
CANFIELDH,KUROMAKUS,469.280709016,,,
COLEMANHA,KUROMAKUS,424.159160734,,,
COLEMANHA,BRYANTHAL,89.145853503,,,
GERBERHAL,BRYANTHAL,354.823777406,,,
HORNLIBRA,BRYANTHAL,398.167738090,,,
COLEMANHA,CANFIELDH,45.240212063,,,
GERBERHAL,CANFIELDH,312.890686365,,,
GERBERHAL,CENTRALSE,499.640588910,,,
GERBERHAL,COLEMANHA,276.086510735,,,
BRYANTHAL,FORESTHAL,150.389193546,,,
GERBERHAL,FORESTHAL,375.506991218,,,
GERBERHAL,FORESTHAL-A,375.163604189,,,
BRYANTHAL,GERBERHAL,354.823777406,,,
BRYANTHAL,HOLLISTER,443.774530730,,,
BRYANTHAL,HORNLIBRA,398.167738090,,,
FORESTHAL,HORNLIBRA,441.333652197,,,
BRYANTHAL,HORNCOMPU,462.668877282,,,
GERBERHAL,HORNCOMPU,128.427550194,,,
BRYANTHAL,KEITHHALL,313.801587844,,,
FORESTHAL,KEITHHALL,363.442120381,,,
BRYANTHAL,KNIGHTAUD,277.175792000,,,
FORESTHAL,KNIGHTAUD,419.073687906,,,
BRYANTHAL,KRIEBELHA,429.894044930,,,
CENTRALSE,KRIEBELHA,351.722240697,,,
FORESTHAL,KRIEBELHA,496.834318044,,,
KUROMAKUS,LUKSICHAL,281.862816637,,,
BRYANTHAL,LUKSICHAL,371.639352459,,,
COLEMANHA,LUKSICHAL,310.230639655,,,
KUROMAKUS,MUSTARDHA,176.302856527,,,
BRYANTHAL,MUSTARDHA,513.291721105,,,
CENTRALSE,MUSTARDHA,87.850400278,,,
FORESTHAL,MUSTARDHA,634.304222946,,,
KUROMAKUS,MALLOYHAL,256.265320049,,,
BRYANTHAL,MALLOYHAL,515.663959673,,,
CENTRALSE,MALLOYHAL,69.249853036,,,
COLEMANHA,MALLOYHAL,448.332877120,,,
KUROMAKUS,MCCULLOUGH,306.476952873,,,
CENTRALSE,MCCULLOUGH,167.757416824,,,
COLEMANHA,MCCULLOUGH,382.331197232,,,
FORESTHAL,MCCULLOUGH,580.079059308,,,
GERBERHAL,MCCULLOUGH,459.174950872,,,
KUROMAKUS,PARKMANOR-S,574.328426504,,,
CENTRALSE,PARKMANOR-S,599.620684192,,,
COLEMANHA,PARKMANOR-S,175.598487711,,,
KUROMAKUS,PARKMANOR-C,533.495027525,,,
CENTRALSE,PARKMANOR-C,569.386817932,,,
COLEMANHA,PARKMANOR-C,132.364278867,,,
FORESTHAL,PARKMANOR-C,205.764605987,,,
KUROMAKUS,PARKMANOR-N,488.939697397,,,
CENTRALSE,PARKMANOR-N,530.383543306,,,
COLEMANHA,PARKMANOR-N,95.602563174,,,
KUROMAKUS,POSTOFFIC,240.529640270,,,
CENTRALSE,POSTOFFIC,140.784718119,,,
COLEMANHA,POSTOFFIC,371.691215896,,,
GERBERHAL,POSTOFFIC,409.946771039,,,
KUROMAKUS,CAMPUSCEN,75.094718722,,,
CENTRALSE,CAMPUSCEN,209.456345141,,,
COLEMANHA,CAMPUSCEN,484.650375726,,,
GERBERHAL,CAMPUSCEN,364.309354932,,,
KUROMAKUS,SULLIVANB,375.642170895,,,
CENTRALSE,SULLIVANB,278.916921181,,,
COLEMANHA,SULLIVANB,314.593350618,,,
KUROMAKUS,TOMASSOHA,382.198849949,,,
CENTRALSE,TOMASSOHA,130.271145035,,,
KUROMAKUS,TRIMDININ,212.286545900,,,
CENTRALSE,TRIMDININ,241.789990983,,,
COLEMANHA,TRIMDININ,623.675807779,,,
KUROMAKUS,JABBER,312.320383676,,,
CANFIELDH,JABBER,174.624931648,,,
KUROMAKUS,RECREATION,139.735659807,,,
CANFIELDH,RECREATION,587.955821134,,,
CENTRALSE,RECREATION,196.740112112,,,
KUROMAKUS,WESTGATEH,327.419166740,,,
CANFIELDH,WESTGATEH,255.237656002,,,
CENTRALSE,WESTGATEH,515.736684001,,,
KUROMAKUS,WOODLANDH-1,258.101374595,,,
CANFIELDH,WOODLANDH-1,727.167676756,,,
CENTRALSE,WOODLANDH-1,360.270903980,,,
KUROMAKUS,WOODLANDH-2,286.222632772,,,
CANFIELDH,WOODLANDH-2,755.479900123,,,
CENTRALSE,WOODLANDH-2,367.812789830,,,
COLEMANHA,WOODLANDH-2,710.375025865,,,
KUROMAKUS,WOODLANDH-3,310.117696612,,,
CANFIELDH,WOODLANDH-3,778.791174354,,,
CENTRALSE,WOODLANDH-3,372.248357545,,,
CANFIELDH,WOODLANDH-4,753.963497293,,,
CENTRALSE,WOODLANDH-4,341.702239052,,,
COLEMANHA,WOODLANDH-4,709.095081156,,,
CANFIELDH,PARKING-T,731.659815062,,,
CENTRALSE,PARKING-T,295.994648189,,,
COLEMANHA,PARKING-T,687.227615272,,,
CENTRALSE,PARKING-C,558.336720710,,,
COLEMANHA,PARKING-C,57.623284380,,,
HORNLIBRA,PARKING-C,318.449636333,,,
CENTRALSE,PARKING-E,137.973502207,,,
COLEMANHA,PARKING-E,587.136891445,,,
HORNLIBRA,PARKING-E,434.063780870,,,
CENTRALSE,PARKING-K,366.163456845,,,
HORNLIBRA,PARKING-K,295.167074536,,,
CENTRALSE,PARKING-N,579.740089362,,,
HORNLIBRA,PARKING-N,171.733338614,,,
CENTRALSE,PARKING-F,663.038179126,,,
HORNLIBRA,PARKING-F,398.804575277,,,
CENTRALSE,PARKING-H,559.611434668,,,
CENTRALSE,PARKING-P,169.904327652,,,
HOLLISTER,PARKING-P,722.254633846,,,
CENTRALSE,PARKING-S,232.602292339,,,
HOLLISTER,PARKING-S,548.045688039,,,
CENTRALSE,PARKING-W,384.682270924,,,
HOLLISTER,PARKING-W,614.166936490,,,
HORNLIBRA,PARKING-W,537.999423633,,,
CENTRALSE,PARKING-Y,615.197767070,,,
HOLLISTER,PARKING-Y,484.468892308,,,
CENTRALSE,SOCCERFIE,412.927945253,,,
HOLLISTER,SOCCERFIE,923.205284763,,,
CENTRALSE,TENNISCOU,263.369550134,,,
HOLLISTER,TENNISCOU,646.892126059,,,
HORNLIBRA,TENNISCOU,547.529324628,,,
HORNLIBRA,CANFIELDH,354.163777719,,,
LUKSICHAL,CANFIELDH,343.204984076,,,
HORNLIBRA,CENTRALSE,433.566368621,,,
LUKSICHAL,CENTRALSE,214.108668585,,,
HORNLIBRA,COLEMANHA,312.323929065,,,
LUKSICHAL,COLEMANHA,310.230639655,,,
PARKMANOR-S,COLEMANHA,175.598487711,,,
HORNLIBRA,FORESTHAL,441.333652197,,,
KNIGHTAUD,FORESTHAL,419.073687906,,,
HORNLIBRA,FORESTHAL-A,436.166956504,,,
KNIGHTAUD,FORESTHAL-A,387.084833644,,,
LUKSICHAL,FORESTHAL-A,478.766014532,,,
HORNLIBRA,GERBERHAL,81.671122269,,,
KNIGHTAUD,GERBERHAL,368.332457631,,,
LUKSICHAL,GERBERHAL,393.899853366,,,
HORNLIBRA,HOLLISTER,123.325832127,,,
KNIGHTAUD,HOLLISTER,459.114396266,,,
LUKSICHAL,HOLLISTER,475.553731062,,,
HORNCOMPU,HORNLIBRA,64.709704868,,,
KNIGHTAUD,HORNLIBRA,351.197608414,,,
MALLOYHAL,HORNLIBRA,410.165544348,,,
PARKMANOR-S,HORNLIBRA,486.639525125,,,
HORNLIBRA,HORNCOMPU,64.709704868,,,
KNIGHTAUD,HORNCOMPU,404.227310709,,,
LUKSICHAL,HORNCOMPU,398.277011008,,,
HORNLIBRA,KEITHHALL,84.372154415,,,
HORNCOMPU,KEITHHALL,148.976126928,,,
MALLOYHAL,KEITHHALL,402.166420921,,,
PARKMANOR-S,KEITHHALL,402.905687194,,,
HORNLIBRA,KNIGHTAUD,351.197608414,,,
HORNCOMPU,KNIGHTAUD,404.227310709,,,
MUSTARDHA,KNIGHTAUD,261.619341461,,,
HORNLIBRA,KRIEBELHA,86.879977882,,,
HORNCOMPU,KRIEBELHA,98.183773671,,,
KEITHHALL,KRIEBELHA,135.957948623,,,
LUKSICHAL,KRIEBELHA,304.039690708,,,
MUSTARDHA,KRIEBELHA,265.331216095,,,
HORNLIBRA,LUKSICHAL,356.562332967,,,
HORNCOMPU,LUKSICHAL,398.277011008,,,
KEITHHALL,LUKSICHAL,320.070155775,,,
MUSTARDHA,LUKSICHAL,171.603887882,,,
HORNLIBRA,MUSTARDHA,346.100532882,,,
HORNCOMPU,MUSTARDHA,360.895923781,,,
KEITHHALL,MUSTARDHA,350.911744941,,,
LUKSICHAL,MUSTARDHA,171.603887882,,,
HORNLIBRA,MALLOYHAL,410.165544348,,,
HORNCOMPU,MALLOYHAL,432.189360641,,,
KEITHHALL,MALLOYHAL,402.166420921,,,
LUKSICHAL,MALLOYHAL,146.711464564,,,
HORNLIBRA,MCCULLOUGH,414.824216565,,,
HORNCOMPU,MCCULLOUGH,450.230890972,,,
KEITHHALL,MCCULLOUGH,386.583270790,,,
LUKSICHAL,MCCULLOUGH,73.852886705,,,
HORNLIBRA,PARKMANOR-S,486.639525125,,,
HORNCOMPU,PARKMANOR-S,551.312331015,,,
KEITHHALL,PARKMANOR-S,402.905687193,,,
HORNLIBRA,PARKMANOR-C,443.034940451,,,
HORNCOMPU,PARKMANOR-C,507.704595328,,,
KEITHHALL,PARKMANOR-C,359.334613062,,,
LUKSICHAL,PARKMANOR-C,356.432546847,,,
HORNLIBRA,PARKMANOR-N,401.717987522,,,
HORNCOMPU,PARKMANOR-N,466.261200117,,,
KEITHHALL,PARKMANOR-N,318.595939959,,,
HORNLIBRA,POSTOFFIC,359.150835217,,,
HORNCOMPU,POSTOFFIC,390.219637349,,,
KEITHHALL,POSTOFFIC,339.820589238,,,
LUKSICHAL,POSTOFFIC,74.955735867,,,
HORNLIBRA,CAMPUSCEN,284.762258822,,,
HORNCOMPU,CAMPUSCEN,272.521534246,,,
KEITHHALL,CAMPUSCEN,325.580017554,,,
LUKSICHAL,CAMPUSCEN,296.426501590,,,
HORNLIBRA,SULLIVANB,432.221631321,,,
HORNCOMPU,SULLIVANB,479.745695442,,,
KEITHHALL,SULLIVANB,383.387912799,,,
LUKSICHAL,SULLIVANB,94.009623673,,,
HORNLIBRA,TOMASSOHA,562.805558021,,,
HORNCOMPU,TOMASSOHA,576.192624224,,,
KEITHHALL,TOMASSOHA,562.686066790,,,
LUKSICHAL,TOMASSOHA,296.656361792,,,
HORNCOMPU,TRIMDININ,391.362136393,,,
KEITHHALL,TRIMDININ,464.135682550,,,
LUKSICHAL,TRIMDININ,403.360153512,,,
MUSTARDHA,TRIMDININ,233.687068796,,,
HORNCOMPU,JABBER,245.096762414,,,
KEITHHALL,JABBER,96.446357294,,,
LUKSICHAL,JABBER,289.469132113,,,
HORNCOMPU,RECREATION,332.595660524,,,
LUKSICHAL,RECREATION,330.154327431,,,
MUSTARDHA,RECREATION,165.723761519,,,
HORNCOMPU,WESTGATEH,188.401916126,,,
LUKSICHAL,WESTGATEH,384.949087870,,,
MUSTARDHA,WESTGATEH,428.902887286,,,
HORNCOMPU,WOODLANDH-1,386.992357250,,,
LUKSICHAL,WOODLANDH-1,501.325505810,,,
HORNCOMPU,WOODLANDH-2,420.299242543,,,
LUKSICHAL,WOODLANDH-2,519.986053481,,,
HORNCOMPU,WOODLANDH-3,449.906258278,,,
LUKSICHAL,WOODLANDH-3,534.036435095,,,
HORNCOMPU,WOODLANDH-4,435.638796605,,,
LUKSICHAL,WOODLANDH-4,504.319111474,,,
HORNCOMPU,PARKING-T,437.375535228,,,
LUKSICHAL,PARKING-T,467.332951203,,,
HORNCOMPU,PARKING-C,382.082183272,,,
HORNCOMPU,PARKING-E,425.949809189,,,
LUKSICHAL,PARKING-E,327.666846323,,,
HORNCOMPU,PARKING-K,354.214722784,,,
HORNCOMPU,PARKING-N,211.925174953,,,
LUKSICHAL,PARKING-N,453.001678366,,,
HORNCOMPU,PARKING-F,459.306499930,,,
LUKSICHAL,PARKING-F,466.732692816,,,
HORNCOMPU,PARKING-H,146.650060639,,,
HORNCOMPU,PARKING-P,610.452584470,,,
LUKSICHAL,PARKING-P,353.581503368,,,
HORNCOMPU,PARKING-S,472.879724740,,,
HORNCOMPU,PARKING-W,500.534515064,,,
LUKSICHAL,PARKING-W,560.465217620,,,
HORNCOMPU,PARKING-Y,506.835207887,,,
LUKSICHAL,PARKING-Y,405.063409129,,,
HORNCOMPU,SOCCERFIE,804.552460686,,,
HORNCOMPU,TENNISCOU,527.404425614,,,
LUKSICHAL,TENNISCOU,466.843531164,,,
PARKMANOR-N,KUROMAKUE,485.186544536,,,
CAMPUSCEN,KUROMAKUE,72.323599038,,,
PARKMANOR-N,KUROMAKUS,488.939697397,,,
CAMPUSCEN,KUROMAKUS,75.094718722,,,
PARKMANOR-N,BRYANTHAL,65.569971179,,,
CAMPUSCEN,BRYANTHAL,570.812683084,,,
JABBER,BRYANTHAL,218.953126842,,,
PARKMANOR-N,CANFIELDH,73.139853724,,,
CAMPUSCEN,CANFIELDH,529.262626955,,,
PARKMANOR-N,CENTRALSE,530.383543307,,,
CAMPUSCEN,CENTRALSE,209.456345141,,,
SULLIVANB,CENTRALSE,278.916921181,,,
PARKMANOR-N,COLEMANHA,95.602563174,,,
POSTOFFIC,COLEMANHA,371.691215896,,,
CAMPUSCEN,COLEMANHA,484.650375726,,,
PARKMANOR-N,FORESTHAL,215.790251526,,,
POSTOFFIC,FORESTHAL,571.399877186,,,
CAMPUSCEN,FORESTHAL,666.689448766,,,
PARKMANOR-N,FORESTHAL-A,179.084347503,,,
POSTOFFIC,FORESTHAL-A,543.069345844,,,
CAMPUSCEN,FORESTHAL-A,649.208425815,,,
PARKMANOR-N,GERBERHAL,370.742724265,,,
POSTOFFIC,GERBERHAL,409.946771039,,,
PARKMANOR-N,HOLLISTER,464.088756169,,,
POSTOFFIC,HOLLISTER,482.032535882,,,
CAMPUSCEN,HOLLISTER,391.308544607,,,
PARKMANOR-N,HORNLIBRA,401.717987522,,,
POSTOFFIC,HORNLIBRA,359.150835217,,,
CAMPUSCEN,HORNLIBRA,284.762258822,,,
PARKMANOR-N,HORNCOMPU,466.261200117,,,
POSTOFFIC,HORNCOMPU,390.219637350,,,
CAMPUSCEN,HORNCOMPU,272.521534246,,,
PARKMANOR-N,KEITHHALL,318.595939959,,,
POSTOFFIC,KEITHHALL,339.820589238,,,
CAMPUSCEN,KEITHHALL,325.580017554,,,
PARKMANOR-N,KNIGHTAUD,222.042735163,,,
POSTOFFIC,KNIGHTAUD,171.178298127,,,
CAMPUSCEN,KNIGHTAUD,366.562799415,,,
PARKMANOR-S,KRIEBELHA,507.078449937,,,
PARKMANOR-N,KRIEBELHA,420.236225413,,,
POSTOFFIC,KRIEBELHA,292.258200239,,,
CAMPUSCEN,KRIEBELHA,198.719196454,,,
PARKMANOR-S,LUKSICHAL,385.645511828,,,
PARKMANOR-N,LUKSICHAL,318.905660638,,,
POSTOFFIC,LUKSICHAL,74.955735867,,,
CAMPUSCEN,LUKSICHAL,296.426501590,,,
PARKMANOR-S,MUSTARDHA,545.410330604,,,
PARKMANOR-N,MUSTARDHA,470.183629815,,,
POSTOFFIC,MUSTARDHA,100.237217401,,,
CAMPUSCEN,MUSTARDHA,151.202546174,,,
PARKMANOR-S,MALLOYHAL,532.245687814,,,
PARKMANOR-N,MALLOYHAL,464.976296298,,,
CAMPUSCEN,MALLOYHAL,231.499591511,,,
TRIMDININ,MALLOYHAL,295.050568178,,,
PARKMANOR-N,MCCULLOUGH,383.923025671,,,
POSTOFFIC,MCCULLOUGH,65.953266210,,,
CAMPUSCEN,MCCULLOUGH,302.826066782,,,
PARKMANOR-N,PARKMANOR-S,86.868085324,,,
CAMPUSCEN,PARKMANOR-S,625.411044777,,,
TRIMDININ,PARKMANOR-S,758.088585605,,,
CAMPUSCEN,PARKMANOR-C,586.191651417,,,
TRIMDININ,PARKMANOR-C,720.264387597,,,
CAMPUSCEN,PARKMANOR-N,541.980741679,,,
TRIMDININ,POSTOFFIC,333.906233642,,,
TRIMDININ,CAMPUSCEN,141.014117805,,,
TRIMDININ,SULLIVANB,490.009411205,,,
TRIMDININ,TOMASSOHA,325.273655759,,,
TRIMDININ,JABBER,521.179170586,,,
TRIMDININ,RECREATION,80.077992077,,,
PARKMANOR-N,WESTGATEH,316.896483284,,,
TRIMDININ,WOODLANDH-1,121.192901910,,,
PARKMANOR-N,WOODLANDH-2,772.752555762,,,
PARKMANOR-N,WOODLANDH-3,794.137451213,,,
TRIMDININ,WOODLANDH-3,132.940528131,,,
PARKMANOR-N,WOODLANDH-4,767.753832217,,,
PARKMANOR-N,PARKING-T,741.334770267,,,
TRIMDININ,PARKING-T,65.154427026,,,
PARKMANOR-N,PARKING-C,129.351945536,,,
PARKMANOR-C,PARKING-E,668.496103484,,,
PARKMANOR-N,PARKING-E,626.498480304,,,
PARKMANOR-C,PARKING-K,212.844718244,,,
PARKMANOR-N,PARKING-K,169.959004995,,,
PARKMANOR-C,PARKING-N,392.259436679,,,
PARKMANOR-N,PARKING-N,361.304737575,,,
POSTOFFIC,PARKING-N,479.497085702,,,
PARKMANOR-C,PARKING-F,183.948360664,,,
PARKMANOR-N,PARKING-F,185.515788781,,,
POSTOFFIC,PARKING-F,527.819548656,,,
PARKMANOR-C,PARKING-H,458.083766748,,,
PARKMANOR-N,PARKING-H,423.389981508,,,
POSTOFFIC,PARKING-H,475.817720197,,,
PARKMANOR-C,PARKING-P,705.601408428,,,
PARKMANOR-N,PARKING-P,670.557709183,,,
POSTOFFIC,PARKING-P,291.082274109,,,
PARKMANOR-C,PARKING-S,367.620224816,,,
PARKMANOR-N,PARKING-S,336.038923469,,,
POSTOFFIC,PARKING-S,118.312154065,,,
TRIMDININ,PARKING-S,449.876279924,,,
PARKMANOR-C,PARKING-W,875.483095762,,,
PARKMANOR-N,PARKING-W,831.469168739,,,
POSTOFFIC,PARKING-W,489.858465483,,,
CAMPUSCEN,PARKING-W,290.190470609,,,
PARKMANOR-C,PARKING-Y,63.372438515,,,
PARKMANOR-N,PARKING-Y,87.104485583,,,
POSTOFFIC,PARKING-Y,474.816343986,,,
CAMPUSCEN,PARKING-Y,614.034855666,,,
PARKMANOR-C,SOCCERFIE,971.162129863,,,
PARKMANOR-N,SOCCERFIE,935.090072051,,,
POSTOFFIC,SOCCERFIE,549.063155568,,,
CAMPUSCEN,SOCCERFIE,532.035563650,,,
PARKMANOR-C,TENNISCOU,809.758011786,,,
PARKMANOR-N,TENNISCOU,767.685112534,,,
POSTOFFIC,TENNISCOU,392.081909971,,,
CAMPUSCEN,TENNISCOU,264.200443510,,,
WOODLANDH-3,KUROMAKUE,315.407942566,,,
PARKING-T,KUROMAKUE,256.675845203,,,
RECREATION,KUROMAKUS,139.735659808,,,
WOODLANDH-3,KUROMAKUS,310.117696612,,,
PARKING-T,KUROMAKUS,270.813313185,,,
RECREATION,BRYANTHAL,628.674113000,,,
WOODLANDH-3,BRYANTHAL,821.111567264,,,
PARKING-T,BRYANTHAL,772.768802198,,,
RECREATION,CANFIELDH,587.955821134,,,
WOODLANDH-3,CANFIELDH,778.791174354,,,
JABBER,CENTRALSE,449.700452461,,,
RECREATION,CENTRALSE,196.740112112,,,
WOODLANDH-3,CENTRALSE,372.248357545,,,
JABBER,COLEMANHA,131.993373611,,,
RECREATION,COLEMANHA,543.785441235,,,
WOODLANDH-3,COLEMANHA,733.795474286,,,
JABBER,FORESTHAL,287.362110552,,,
RECREATION,FORESTHAL,728.837004739,,,
WOODLANDH-3,FORESTHAL,908.423972112,,,
PARKING-T,FORESTHAL,869.208601617,,,
JABBER,FORESTHAL-A,273.164507645,,,
RECREATION,FORESTHAL-A,710.357239270,,,
WOODLANDH-3,FORESTHAL-A,893.959188197,,,
JABBER,GERBERHAL,153.118977552,,,
RECREATION,GERBERHAL,428.665413834,,,
WOODLANDH-3,GERBERHAL,570.008141277,,,
JABBER,HOLLISTER,248.725496892,,,
RECREATION,HOLLISTER,452.040650745,,,
WOODLANDH-3,HOLLISTER,562.725489410,,,
JABBER,HORNLIBRA,180.387164658,,,
RECREATION,HORNLIBRA,348.609901653,,,
JABBER,HORNCOMPU,245.096762414,,,
WOODLANDH-3,HORNCOMPU,449.906258278,,,
PARKING-E,HORNCOMPU,425.949809189,,,
JABBER,KEITHHALL,96.446357294,,,
WOODLANDH-3,KEITHHALL,551.586439739,,,
JABBER,KNIGHTAUD,236.737638602,,,
WOODLANDH-3,KNIGHTAUD,613.888779671,,,
JABBER,KRIEBELHA,214.462671943,,,
WOODLANDH-3,KRIEBELHA,415.657026376,,,
JABBER,LUKSICHAL,289.469132113,,,
PARKING-E,LUKSICHAL,327.666846323,,,
JABBER,MUSTARDHA,367.560432165,,,
PARKING-E,MUSTARDHA,158.105595328,,,
JABBER,MALLOYHAL,401.290976695,,,
PARKING-E,MALLOYHAL,199.615780115,,,
JABBER,MCCULLOUGH,362.196218733,,,
PARKING-E,MCCULLOUGH,297.627837954,,,
JABBER,PARKMANOR-S,306.459958137,,,
JABBER,PARKMANOR-C,262.888471678,,,
JABBER,PARKMANOR-N,222.360691259,,,
JABBER,POSTOFFIC,329.469932105,,,
JABBER,CAMPUSCEN,380.165450236,,,
JABBER,TOMASSOHA,564.696982829,,,
PARKING-C,TOMASSOHA,659.789449670,,,
WOODLANDH-2,TRIMDININ,126.026602794,,,
PARKING-C,TRIMDININ,660.113605517,,,
WOODLANDH-2,JABBER,596.016462718,,,
WOODLANDH-3,JABBER,621.325683226,,,
WOODLANDH-2,RECREATION,189.938465811,,,
WOODLANDH-3,RECREATION,204.451691624,,,
PARKING-C,RECREATION,580.846085918,,,
WOODLANDH-2,WESTGATEH,592.166961985,,,
WOODLANDH-3,WESTGATEH,620.212689297,,,
WOODLANDH-2,WOODLANDH-1,33.498883165,,,
WOODLANDH-3,WOODLANDH-1,63.919856808,,,
PARKING-T,WOODLANDH-1,96.689572376,,,
WOODLANDH-3,WOODLANDH-2,30.645510953,,,
PARKING-T,WOODLANDH-2,83.968834776,,,
PARKING-C,WOODLANDH-2,740.300940338,,,
WOODLANDH-2,WOODLANDH-3,30.645510953,,,
PARKING-T,WOODLANDH-3,78.037499498,,,
WOODLANDH-2,WOODLANDH-4,37.292077895,,,
WOODLANDH-3,WOODLANDH-4,30.643626322,,,
WOODLANDH-2,PARKING-T,83.968834776,,,
WOODLANDH-3,PARKING-T,78.037499498,,,
WOODLANDH-2,PARKING-C,740.300940338,,,
WOODLANDH-3,PARKING-C,764.979167830,,,
PARKING-T,PARKING-C,722.560188800,,,
WOODLANDH-2,PARKING-E,234.199959974,,,
WOODLANDH-3,PARKING-E,235.795621930,,,
PARKING-T,PARKING-E,158.618396651,,,
WOODLANDH-2,PARKING-K,608.026902120,,,
WOODLANDH-3,PARKING-K,628.142434657,,,
PARKING-T,PARKING-K,572.885721895,,,
WOODLANDH-2,PARKING-N,629.812029406,,,
WOODLANDH-3,PARKING-N,658.856815783,,,
WOODLANDH-2,PARKING-F,837.394256654,,,
WOODLANDH-3,PARKING-F,862.928071628,,,
PARKING-T,PARKING-F,823.339535914,,,
PARKING-K,PARKING-F,302.671352069,,,
WOODLANDH-2,PARKING-H,566.475265525,,,
WOODLANDH-3,PARKING-H,596.243599077,,,
PARKING-T,PARKING-H,583.491398130,,,
WOODLANDH-2,PARKING-P,435.393360114,,,
WOODLANDH-3,PARKING-P,427.702290221,,,
PARKING-T,PARKING-P,351.847504228,,,
WOODLANDH-2,PARKING-S,571.284605270,,,
WOODLANDH-3,PARKING-S,582.522679512,,,
PARKING-T,PARKING-S,511.709436297,,,
WOODLANDH-2,PARKING-W,82.919130358,,,
WOODLANDH-3,PARKING-W,52.275418348,,,
WOODLANDH-4,PARKING-W,66.790722421,,,
WOODLANDH-2,PARKING-Y,842.092754855,,,
WOODLANDH-3,PARKING-Y,864.824987180,,,
WOODLANDH-4,PARKING-Y,839.449807837,,,
PARKING-T,PARKING-Y,815.570905094,,,
WOODLANDH-2,SOCCERFIE,490.972954715,,,
WOODLANDH-3,SOCCERFIE,468.169848155,,,
WOODLANDH-4,SOCCERFIE,454.534303449,,,
PARKING-T,SOCCERFIE,418.391477326,,,
WOODLANDH-2,TENNISCOU,196.941044705,,,
WOODLANDH-3,TENNISCOU,179.818885742,,,
PARKING-T,TENNISCOU,118.564559199,,,
PARKING-K,TENNISCOU,597.869222475,,,
PARKING-N,KUROMAKUE,443.365675521,,,
PARKING-F,KUROMAKUE,579.561286152,,,
PARKING-N,KUROMAKUS,378.665739082,,,
PARKING-F,KUROMAKUS,553.960186559,,,
PARKING-W,KUROMAKUS,352.911304506,,,
PARKING-N,BRYANTHAL,330.103536348,,,
PARKING-F,BRYANTHAL,120.592968866,,,
PARKING-W,BRYANTHAL,860.965718844,,,
PARKING-N,CANFIELDH,293.668016298,,,
PARKING-F,CANFIELDH,127.878512083,,,
PARKING-W,CANFIELDH,819.233754964,,,
PARKING-Y,CANFIELDH,89.383713256,,,
PARKING-K,CENTRALSE,366.163456845,,,
PARKING-N,CENTRALSE,579.740089362,,,
PARKING-F,CENTRALSE,663.038179127,,,
PARKING-W,CENTRALSE,384.682270924,,,
PARKING-N,COLEMANHA,266.701261220,,,
PARKING-F,COLEMANHA,156.572035166,,,
PARKING-W,COLEMANHA,774.478242842,,,
PARKING-Y,COLEMANHA,134.088858467,,,
PARKING-K,FORESTHAL,345.218656398,,,
PARKING-N,FORESTHAL,316.126987612,,,
PARKING-W,FORESTHAL,952.519395523,,,
